joke
แดดร้อนที่แยงตา ไม่เท่าเธอยิ้มมาแล้วแยงใจ
ถ้าเธอไม่ชอบความเหงา งั้นหันมาชอบเราก็ได้นะ
ความรักก็เหมือนเเท็กซี่ ปฏิเสธทุกทีทั้งที่ยังว่าง
ใต้คางยังมีเหนียง แต่ข้างเคียงยังไม่มีใคร
เป็นคนที่ยิ้มยาก แต่หันไปเจอโต๊ะข้างๆ ก็อยากจะยิ้มให้
แค่ทักๆ อาจจะยังไม่รู้ ลองมาคบดูแล้วจะรู้ว่าน่ารัก
ที่เห็นมาทะเลบ่อยๆ เพราะอยากเป็นไข้ที่ชลฯ อยากเป็น คนที่ใช่
อัพรูปทั้งที หาแคปชั่นยากพอๆ กับหาแฟนเลย
มาชิตะ แปลว่าอร่อย มาหาหน่อย แปลว่าอ่อยนะจ๊ะ
รู้ว่าไม่น่ารัก แต่ก็รักหน่อยไม่ได้เหรอ
รับบริจาคความห่วงใย เพื่อมอบให้ผู้ประสบภัยเหงา
เป็นคนตรงๆ ตรงนี้ยังว่าง ข้างๆ ยังไม่มีใคร
เบื่อแล้วความร้อน เมื่อไหร่จะเจอความรักบ้างอะ
ต้องให้เปิดไฟเหมือนแท๊กซี่มั้ย ถึงจะรู้ว่าว่าง
ปล่อยให้เราเหงาบ่อยๆ เดี๋ยวมีคนแซ่บๆ มาอ่อยเราไปนะ
ไม่มีหรอกคนข้างๆ เดี๋ยวนี้เขาห่างกันเป็นเมตร
เลิกเป็นคนเหงา เเล้วมาเป็นของหนูดีกว่า
ใจเธอก็เหมือนหมูสามชั้น ที่มีแต่มัน ไม่มีเรา
เหงาจริงไม่ได้อ่อย ชาไข่มุกอร่อย แต่น้อยกว่าเรา
อยากใจสั่นให้กินกาแฟ อยากมีคนดูแลให้มาเป็นแฟนเรา
สั่งก๋วยเตี๋ยวกลับบ้านต้องใส่ถุง แต่อยากได้แฟนมีพุงต้องเลือกเรา
น่ารักกว่าเราอะมีเยอะ แต่น่ารักและกินเยอะอะมีแค่เรา
จะผอมได้ไง ในใจอยากกินแต่เธอ
ในชั่วโมงที่อ้างว้าง ถ้ามีของกินอยู่ข้างๆ ก็สบายใจ
โจ๊กพิเศษต้องใส่ใข่ แต่รักพิเศษแถมความห่วงใย ต้องเป็นเรา
ถ้าเนื้อคู่ยังไม่ว่าง ขอเนื้อย่างก่อนได้ป่าว
เหงาจริงไม่ได้อ่อย เค้กที่ว่าอร่อยยังไม่เท่าเรา
เดี๋ยวนี้ใครเค้าลงรูปคู่ เค้าลงรูปชาบูกันแล้วจ้ะ
